License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves,Bow,Rifle,Spike Bull Elk,Less than 6 Points,6 or More Points
2011,471,R,37,154,4,3,0,3,0,0,3,0,0,0
2011,471,SUM,40,160,4,3,0,3,0,0,3,0,0,0
2011,4XX,N,94,534,6,34,34,0,0,6,28,0,17,17
2011,4XX,R,142,672,5,17,6,8,3,3,14,0,6,0
2011,4XX,SUM,236,1206,5,50,40,8,3,8,42,0,23,17
2011,500,N,11,77,7,7,1,6,0,1,6,1,0,0
2011,500,R,269,1685,6,41,12,24,6,8,34,0,0,12
2011,500,SUM,279,1763,6,48,13,30,6,9,39,1,0,12
2011,502,N,10,49,5,2,1,1,0,1,1,0,0,1
2011,502,R,150,664,4,10,8,3,0,0,10,0,7,1
2011,502,SUM,160,713,5,13,9,4,0,1,12,0,7,2
2011,511,N,26,126,5,3,0,3,0,0,3,0,0,0
2011,511,R,163,1065,7,18,10,5,3,6,12,0,3,7
2011,511,SUM,189,1191,6,21,10,8,3,6,15,0,3,7
2011,520,N,127,761,6,31,31,0,0,3,28,9,11,11
2011,520,R,1029,6263,6,149,64,78,7,3,146,17,35,13
2011,520,SUM,1156,7024,6,180,95,78,7,6,174,25,46,24
2011,530,N,42,150,4,10,0,10,0,0,10,0,0,0
2011,530,R,399,2293,6,50,10,40,0,6,45,3,0,7
2011,530,SUM,441,2443,6,60,10,51,0,6,55,3,0,7
2011,540,N,174,1224,7,52,33,19,0,6,46,6,22,6
2011,540,R,908,5027,6,201,70,107,24,3,198,17,39,14
2011,540,SUM,1081,6251,6,253,103,127,24,8,245,22,61,20
2011,560,N,174,970,6,48,37,9,3,11,37,0,20,17
2011,560,R,774,4346,6,193,99,83,10,9,184,13,50,36
2011,560,SUM,947,5316,6,241,136,92,13,21,220,13,70,53
2011,570,N,27,130,5,9,9,0,0,3,6,0,3,6
2011,570,R,290,1723,6,64,16,42,6,4,60,0,3,13
2011,570,SUM,317,1853,6,73,25,42,6,7,66,0,6,18
2011,575,N,15,68,4,9,6,3,0,3,6,3,0,3
2011,575,R,439,2341,5,67,13,52,3,3,64,6,1,6
2011,575,SUM,454,2409,5,76,18,55,3,6,70,8,1,9
2011,580,N,328,1715,5,116,90,24,3,6,111,9,44,38
2011,580,R,922,5156,6,233,90,128,15,17,216,17,38,35
2011,580,SUM,1250,6872,6,349,180,151,18,23,326,25,82,73
2011,590,N,132,843,6,44,23,21,0,9,35,0,2,21
2011,590,R,1494,9919,7,373,155,186,31,44,328,14,47,92
2011,590,SUM,1625,10762,7,417,178,207,31,53,363,14,49,112
2011,5XX,N,11,65,6,3,0,3,0,0,3,0,0,0
2011,5XX,R,36,143,4,8,0,6,3,0,8,0,0,0
2011,5XX,SUM,48,208,4,11,0,8,3,0,11,0,0,0
2011,600,N,6,43,8,0,0,0,0,0,0,0,0,0
2011,600,R,76,462,6,6,0,6,0,0,6,0,0,0
2011,600,SUM,81,504,6,6,0,6,0,0,6,0,0,0
2011,620,N,98,976,10,23,17,3,3,22,2,2,5,11
2011,620,R,594,4063,7,123,61,51,10,46,77,3,15,43
2011,620,SUM,692,5039,7,146,78,54,14,67,78,4,20,54
2011,621,N,30,272,9,6,4,2,0,3,3,0,2,3
2011,621,R,499,2893,6,141,29,107,4,12,129,0,14,16
2011,621,SUM,529,3165,6,147,33,109,4,15,132,0,15,18
2011,622,N,56,366,7,28,7,21,0,6,22,0,3,5
2011,622,R,669,3375,5,312,80,214,18,46,267,13,16,52
2011,622,SUM,725,3741,5,340,87,235,18,52,288,13,18,56
2011,630,N,3,45,16,0,0,0,0,0,0,0,0,0
2011,630,R,41,191,5,6,3,3,0,0,6,0,2,2
2011,630,SUM,44,236,5,6,3,3,0,0,6,0,2,2
2011,631,N,25,141,6,9,6,3,0,3,6,0,2,5
2011,631,R,254,1652,7,84,35,47,2,23,61,8,8,19
2011,631,SUM,279,1793,6,93,41,50,2,26,67,8,9,24
2011,632,N,9,79,9,1,1,0,0,1,0,0,0,1
2011,632,R,114,710,6,37,15,22,0,7,30,0,6,9
2011,632,SUM,123,789,6,38,17,22,0,9,30,0,6,11
2011,650,N,0,0,0,0,0,0,0,0,0,0,0,0
2011,650,R,12,39,3,3,0,3,0,0,3,0,0,0
2011,650,SUM,12,39,3,3,0,3,0,0,3,0,0,0
2011,651,N,6,26,5,0,0,0,0,0,0,0,0,0
2011,651,R,16,37,2,3,3,0,0,0,3,0,3,0
2011,651,SUM,21,63,3,3,3,0,0,0,3,0,3,0
2011,680,N,4,18,5,1,1,0,0,0,1,0,0,1
2011,680,R,55,329,6,11,5,5,2,2,10,0,0,5
2011,680,SUM,59,347,6,12,6,5,2,2,11,0,0,6
2011,690,N,12,107,9,1,1,0,0,0,1,0,0,0
2011,690,R,287,1894,7,109,28,73,7,15,94,0,2,27
2011,690,SUM,299,2001,7,110,29,73,7,15,95,0,2,27
2011,700,N,150,1221,8,55,23,30,2,15,40,1,1,20
2011,700,R,990,6299,6,430,121,284,25,39,391,4,38,80
2011,700,SUM,1140,7521,7,486,144,315,27,54,432,5,39,100
2011,701,N,34,161,5,5,1,4,0,2,3,0,1,0
2011,701,R,230,1382,6,55,27,27,0,16,38,0,9,18
2011,701,SUM,264,1543,6,59,29,31,0,18,41,0,11,18
2011,702,N,47,279,6,23,12,11,0,5,19,2,0,10
2011,702,R,316,1837,6,58,27,23,8,10,48,3,6,18
2011,702,SUM,363,2116,6,82,39,34,8,15,66,5,6,28
2011,703,N,27,148,5,3,3,0,0,0,3,0,0,3
2011,703,R,135,762,6,25,19,5,0,0,25,3,17,0
2011,703,SUM,162,909,6,28,22,5,0,0,28,3,17,3
2011,704,N,150,882,6,32,10,23,0,7,25,0,3,7
2011,704,R,667,5350,8,143,48,78,17,17,126,0,13,35
2011,704,SUM,817,6232,8,175,57,100,17,24,151,0,16,42
2011,705,N,77,433,6,31,12,17,3,9,22,0,0,12
2011,705,R,198,1403,7,30,18,11,2,8,23,0,7,11
2011,705,SUM,274,1836,7,62,30,28,5,17,45,0,7,23
2011,7XX,R,23,221,10,5,5,0,0,0,5,0,2,3
2011,7XX,SUM,32,262,8,5,5,0,0,0,5,0,2,3
2011,Reg_1,N,1802,13855,8,220,206,11,3,54,167,0,107,99
2011,Reg_1,R,14938,156669,11,1216,706,473,38,129,1087,0,451,255
2011,Reg_1,SUM,16740,170524,10,1437,912,484,40,183,1254,0,558,354
2011,Reg_2,N,2164,16386,8,405,344,56,5,68,338,0,230,114
2011,Reg_2,R,21688,198425,9,3228,1463,1657,108,238,2990,11,1002,446
2011,Reg_2,SUM,23852,214810,9,3633,1807,1713,113,306,3327,11,1233,560
2011,Reg_3,N,6834,51522,8,1785,1204,530,51,218,1567,25,574,604
2011,Reg_3,R,34591,278361,8,6805,2935,3551,319,527,6278,326,1630,974
2011,Reg_3,SUM,41425,329883,8,8590,4139,4081,371,745,7845,352,2204,1578
2011,Reg_4,N,2945,20183,7,923,625,273,25,211,711,61,243,322
2011,Reg_4,R,14909,101196,7,3171,1215,1774,182,400,2772,128,421,666
2011,Reg_4,SUM,17853,121379,7,4094,1840,2047,207,611,3483,189,664,988
2011,Reg_5,N,1033,6195,6,334,230,98,6,43,291,27,102,102
2011,Reg_5,R,6389,40961,6,1407,546,755,107,101,1306,86,223,235
2011,Reg_5,SUM,7422,47156,6,1741,776,852,113,144,1597,112,324,337
2011,Reg_6,N,239,2074,9,70,37,29,3,35,34,2,10,25
2011,Reg_6,R,2491,16113,7,833,260,529,44,149,684,24,64,172
2011,Reg_6,SUM,2730,18187,7,903,297,559,47,185,718,25,74,197
2011,Reg_7,N,489,3164,7,150,61,85,5,38,113,3,6,52
2011,Reg_7,R,2478,17254,7,746,265,428,52,90,656,10,91,165
2011,Reg_7,SUM,2967,20419,7,896,326,513,57,128,768,13,96,217
2011,Reg_X,N,13,47,4,6,6,0,0,0,6,0,6,0
2011,Reg_X,SUM,30,147,5,6,6,0,0,0,6,0,6,0
2011,State,N,14727,113426,8,3892,2713,1082,97,666,3226,117,1277,1318
2011,State,R,89446,809079,9,17406,7389,9168,850,1634,15772,584,3881,2912
2011,State,SUM,104174,922505,9,21299,10102,10250,947,2300,18998,702,5158,4229
2011,XXX,N,13,47,4,6,6,0,0,0,6,0,6,0
2011,XXX,SUM,30,147,5,6,6,0,0,0,6,0,6,0
2012,100,N,117,989,8,8,6,2,0,3,5,0,3,3
2012,100,R,1602,14671,9,57,51,5,0,6,51,0,32,19
2012,100,SUM,1719,15660,9,65,57,8,0,8,56,0,35,22
2012,101,N,47,307,7,3,3,0,0,0,3,0,3,0
2012,101,R,1520,13642,9,58,45,12,1,8,50,0,28,17
2012,101,SUM,1567,13948,9,61,47,12,1,8,52,0,31,17
2012,102,N,17,85,5,3,3,0,0,0,3,0,3,0
2012,102,R,1411,9648,7,33,31,3,0,3,31,0,14,17
2012,102,SUM,1428,9733,7,36,33,3,0,3,33,0,17,17
2012,103,N,59,404,7,3,3,0,0,0,3,0,3,0
2012,103,R,1694,13598,8,29,28,1,0,6,23,0,14,14
2012,103,SUM,1752,14002,8,32,31,1,0,6,26,0,17,14
2012,104,N,60,426,7,6,6,0,0,3,3,0,3,3
2012,104,R,1109,9632,9,47,36,11,0,6,42,0,19,17
2012,104,SUM,1169,10058,9,53,42,11,0,8,44,0,22,19
2012,109,N,13,52,4,0,0,0,0,0,0,0,0,0
2012,109,R,359,2784,8,42,31,11,0,0,42,0,19,11
2012,109,SUM,371,2836,8,42,31,11,0,0,42,0,19,11
2012,110,N,34,261,8,3,3,0,0,3,0,0,0,3
2012,110,R,947,6199,7,25,19,3,3,3,22,0,11,8
2012,110,SUM,981,6460,7,28,22,3,3,6,22,0,11,11
2012,120,N,34,261,8,3,3,0,0,0,3,0,3,0
2012,120,R,1059,7691,7,22,22,0,0,6,17,0,11,11
2012,120,SUM,1093,7952,7,25,25,0,0,6,20,0,14,11
2012,121,N,590,4469,8,98,96,3,0,42,56,3,51,42
2012,121,R,2092,19239,9,184,142,39,3,25,159,0,97,45
2012,121,SUM,2681,23708,9,282,237,42,3,67,215,3,148,87
2012,122,N,181,1116,6,8,8,0,0,3,6,0,6,3
2012,122,R,1324,10471,8,47,41,4,2,4,42,0,17,24
2012,122,SUM,1504,11587,8,55,49,4,2,7,48,0,22,27
2012,123,N,101,695,7,8,8,0,0,0,8,0,5,3
2012,123,R,561,4290,8,52,43,8,1,3,49,0,23,19
2012,123,SUM,663,4985,8,59,50,8,1,3,56,0,28,22
2012,124,N,100,592,6,8,8,0,0,3,6,0,6,3
2012,124,R,304,2414,8,24,17,7,0,0,24,0,14,3
2012,124,SUM,404,3006,7,32,25,7,0,3,30,0,20,6
2012,130,N,83,424,5,6,6,0,0,3,3,0,6,0
2012,130,R,1187,7768,7,23,22,1,0,3,20,0,17,6
2012,130,SUM,1270,8191,7,29,28,1,0,6,23,0,22,6
2012,132,N,26,142,6,0,0,0,0,0,0,0,0,0
2012,132,R,502,3258,7,4,0,4,0,0,4,0,0,0
2012,132,SUM,527,3400,7,4,0,4,0,0,4,0,0,0
2012,140,N,68,443,7,6,6,0,0,0,6,0,3,3
2012,140,R,758,5592,7,26,19,6,0,6,20,0,6,14
2012,140,SUM,826,6035,7,31,25,6,0,6,26,0,8,17
2012,141,N,23,145,6,3,3,0,0,0,3,0,0,3
2012,141,R,169,1273,8,14,11,3,0,3,11,0,6,6
2012,141,SUM,192,1418,7,17,14,3,0,3,14,0,6,8
2012,150,N,345,2376,7,70,62,6,3,6,65,0,34,28
2012,150,R,241,1447,6,46,44,3,0,0,46,0,16,28
2012,150,SUM,585,3823,7,117,105,8,3,6,111,0,50,56
2012,151,N,31,221,7,8,8,0,0,3,6,0,3,6
2012,151,R,63,409,7,13,13,0,0,3,10,2,3,8
2012,151,SUM,94,630,7,21,21,0,0,6,16,2,6,14
2012,170,N,6,28,5,0,0,0,0,0,0,0,0,0
2012,170,R,236,1827,8,14,6,8,0,0,14,0,6,0
2012,170,SUM,242,1856,8,14,6,8,0,0,14,0,6,0
2012,1XX,R,41,223,5,3,3,0,0,3,0,0,3,0
2012,1XX,SUM,56,302,5,3,3,0,0,3,0,0,3,0
2012,200,N,102,819,8,8,8,0,0,3,6,0,6,3
2012,200,R,480,4052,8,14,11,3,0,3,11,0,8,3
2012,200,SUM,582,4871,8,22,20,3,0,6,17,0,14,6
2012,201,N,72,575,8,4,3,2,0,0,4,0,0,3
2012,201,R,1262,9659,8,74,64,9,2,11,63,0,44,19
2012,201,SUM,1335,10234,8,79,67,10,2,11,68,0,44,22
2012,202,N,85,490,6,6,6,0,0,3,3,0,6,0
2012,202,R,796,6935,9,39,37,2,0,4,35,0,22,15
2012,202,SUM,881,7425,8,45,43,2,0,7,38,0,28,15
2012,203,N,51,324,6,0,0,0,0,0,0,0,0,0
2012,203,R,1038,6379,6,33,33,0,0,6,28,0,25,8
2012,203,SUM,1089,6702,6,33,33,0,0,6,28,0,25,8
2012,204,N,37,258,7,6,3,3,0,0,6,0,3,0
2012,204,R,1026,6529,6,46,33,12,0,8,37,0,17,17
2012,204,SUM,1063,6787,6,51,36,15,0,8,43,0,20,17
2012,210,N,209,1160,6,30,28,2,0,3,27,0,23,6
2012,210,R,1229,8367,7,158,53,95,10,11,148,0,42,11
2012,210,SUM,1438,9527,7,188,81,97,10,13,175,0,64,17
2012,211,N,56,313,6,8,8,0,0,0,8,0,8,0
2012,211,R,461,3717,8,51,36,13,2,11,40,0,22,14
2012,211,SUM,517,4030,8,60,45,13,2,11,49,0,31,14
2012,212,N,306,2004,7,73,62,11,0,18,55,0,51,11
2012,212,R,1846,12695,7,291,145,140,6,37,253,0,103,42
2012,212,SUM,2152,14700,7,364,206,152,6,56,308,0,153,53
2012,213,N,46,281,6,2,0,2,0,0,2,0,0,0
2012,213,R,597,4827,8,120,47,61,12,17,103,0,28,19
2012,213,SUM,643,5108,8,121,47,62,12,17,104,0,28,19
2012,214,N,49,327,7,4,3,1,0,3,1,0,3,0
2012,214,R,562,4368,8,56,33,20,3,11,44,0,27,6
2012,214,SUM,610,4695,8,59,36,21,3,14,45,0,30,6
2012,215,N,184,1196,7,42,25,15,2,14,28,0,17,8
2012,215,R,2482,20016,8,457,279,151,27,21,436,0,252,27
2012,215,SUM,2666,21212,8,498,304,165,29,35,464,0,269,35
2012,216,N,27,91,3,5,5,0,0,5,0,0,3,2
2012,216,R,455,2940,7,60,31,27,2,6,54,0,22,8
2012,216,SUM,482,3031,6,65,36,27,2,11,54,0,25,10
2012,240,N,70,484,7,3,3,0,0,0,3,0,0,3
2012,240,R,1143,7290,6,99,58,38,3,17,82,0,44,14
2012,240,SUM,1213,7774,6,102,61,38,3,17,85,0,44,17
2012,250,N,15,125,8,3,3,0,0,0,3,0,3,0
2012,250,R,132,775,6,23,15,7,0,5,18,0,12,4
2012,250,SUM,147,901,6,25,18,7,0,5,21,0,14,4
2012,260,N,4,19,5,0,0,0,0,0,0,0,0,0
2012,260,R,199,1448,7,31,19,11,0,11,19,0,14,6
2012,260,SUM,202,1467,7,31,19,11,0,11,19,0,14,6
2012,261,N,42,172,4,6,6,0,0,0,6,0,3,3
2012,261,R,793,6674,8,109,75,34,0,11,98,0,36,36
2012,261,SUM,835,6846,8,115,81,34,0,11,104,0,39,39
2012,270,N,263,1894,7,48,40,8,0,4,44,0,32,8
2012,270,R,1367,10144,7,236,166,65,6,11,225,8,122,35
2012,270,SUM,1630,12038,7,283,206,72,6,15,268,8,154,44
2012,280,N,67,434,7,13,11,1,0,0,13,0,8,3
2012,280,R,180,1196,7,30,25,5,0,8,22,0,8,17
2012,280,SUM,247,1630,7,43,36,6,0,8,34,0,17,20
2012,281,N,139,1038,7,20,14,6,0,0,20,0,11,3
2012,281,R,1242,8325,7,99,88,11,0,14,85,0,55,33
2012,281,SUM,1381,9363,7,119,102,17,0,14,105,0,66,35
2012,282,N,12,81,7,0,0,0,0,0,0,0,0,0
2012,282,R,134,851,6,14,6,8,0,0,14,0,6,0
2012,282,SUM,146,932,6,14,6,8,0,0,14,0,6,0
2012,283,N,49,518,11,7,6,1,0,3,4,0,3,3
2012,283,R,1197,7411,6,83,56,19,7,9,73,0,31,25
2012,283,SUM,1246,7929,6,89,62,20,7,12,77,0,34,28
2012,284,N,11,48,4,0,0,0,0,0,0,0,0,0
2012,284,R,76,431,6,3,0,3,0,0,3,0,0,0
2012,284,SUM,88,479,6,3,0,3,0,0,3,0,0,0
2012,285,N,105,781,7,6,3,3,0,3,3,0,3,0
2012,285,R,1555,10247,7,58,52,6,0,16,43,0,24,28
2012,285,SUM,1660,11028,7,64,55,9,0,18,45,0,27,28
2012,290,N,29,214,7,8,6,3,0,3,6,0,0,6
2012,290,R,220,1130,5,16,0,16,0,2,14,0,0,0
2012,290,SUM,249,1344,5,25,6,19,0,5,20,0,0,6
2012,291,N,39,252,7,4,3,1,0,0,4,0,0,3
2012,291,R,829,4861,6,154,76,73,5,11,142,0,51,25
2012,291,SUM,868,5113,6,158,79,74,5,11,146,0,51,28
2012,292,N,58,431,7,9,3,7,0,0,9,0,3,0
2012,292,R,1697,12148,7,94,56,39,0,3,91,0,45,11
2012,292,SUM,1755,12579,7,104,58,45,0,3,101,0,47,11
2012,293,N,119,902,8,6,6,0,0,0,6,0,3,3
2012,293,R,1476,10039,7,173,149,24,0,28,146,3,102,44
2012,293,SUM,1594,10941,7,179,155,24,0,28,151,3,105,47
2012,298,N,61,287,5,14,8,6,0,0,14,0,6,3
2012,298,R,804,4853,6,130,47,78,5,8,122,0,36,11
2012,298,SUM,865,5140,6,145,56,84,5,8,136,0,42,14
2012,2XX,R,116,411,4,6,3,3,0,0,6,0,3,0
2012,2XX,SUM,136,518,4,6,3,3,0,0,6,0,3,0
2012,300,N,199,1261,6,45,38,7,0,3,42,3,20,16
2012,300,R,782,4200,5,182,97,86,0,24,158,3,53,41
2012,300,SUM,981,5460,6,227,135,93,0,27,200,6,72,57
2012,301,N,125,654,5,17,14,3,0,8,8,0,3,11
2012,301,R,1107,6584,6,97,58,36,3,14,83,3,19,36
2012,301,SUM,1231,7239,6,114,72,39,3,22,92,3,22,47
2012,302,N,264,1758,7,57,23,35,0,2,55,0,16,7
2012,302,R,656,3543,5,192,46,128,18,14,177,0,31,14
2012,302,SUM,920,5301,6,249,68,162,18,16,232,0,47,21
2012,309,N,31,190,6,6,6,0,0,0,6,0,0,6
2012,309,R,205,1096,5,19,11,6,3,3,17,0,3,8
2012,309,SUM,236,1286,5,25,17,6,3,3,22,0,3,14
2012,310,N,177,1079,6,24,24,0,0,9,15,0,11,13
2012,310,R,704,5082,7,104,88,16,0,29,75,0,29,59
2012,310,SUM,882,6161,7,128,112,16,0,38,90,0,40,72
2012,311,N,115,472,4,31,25,6,0,8,23,0,3,23
2012,311,R,843,4133,5,202,91,105,6,16,186,0,36,55
2012,311,SUM,958,4605,5,233,116,111,6,25,208,0,39,78
2012,312,N,174,907,5,79,68,8,3,8,70,0,17,51
2012,312,R,1658,9593,6,253,105,132,16,22,231,0,53,53
2012,312,SUM,1832,10499,6,332,173,141,18,31,301,0,70,103
2012,313,N,424,2349,6,106,103,3,0,8,98,0,57,46
2012,313,R,517,3444,7,79,64,15,0,3,76,0,21,43
2012,313,SUM,941,5792,6,185,167,18,0,11,174,0,78,89
2012,314,N,291,1761,6,77,64,12,2,13,64,0,17,47
2012,314,R,1105,7492,7,205,118,79,8,25,180,0,46,72
2012,314,SUM,1397,9252,7,282,182,90,10,38,245,0,63,119
2012,315,N,510,3032,6,130,79,50,2,23,108,0,34,45
2012,315,R,1577,8924,6,321,103,194,25,25,296,0,47,56
2012,315,SUM,2086,11956,6,451,181,243,27,48,404,0,81,101
2012,316,N,34,210,6,8,8,0,0,3,6,0,3,6
2012,316,R,97,677,7,6,3,3,0,0,6,0,3,0
2012,316,SUM,131,887,7,14,11,3,0,3,11,0,6,6
2012,317,N,127,638,5,39,25,11,3,3,37,0,11,14
2012,317,R,606,3423,6,92,53,39,0,6,87,0,31,22
2012,317,SUM,733,4061,6,131,78,51,3,8,123,0,42,36
2012,318,N,82,470,6,13,11,2,0,8,4,0,6,6
2012,318,R,1224,10068,8,167,97,65,4,31,136,3,70,25
2012,318,SUM,1305,10538,8,180,109,67,4,39,141,3,75,31
2012,319,N,151,946,6,47,44,3,0,6,42,0,23,22
2012,319,R,949,6692,7,162,120,39,3,25,137,0,78,42
2012,319,SUM,1100,7638,7,209,164,42,3,31,178,0,100,64
2012,320,N,178,1093,6,53,28,25,0,3,51,0,14,14
2012,320,R,1021,6578,6,113,61,46,6,8,105,0,25,36
2012,320,SUM,1199,7670,6,166,89,72,6,11,155,0,39,50
2012,321,N,210,1391,7,34,17,17,0,14,20,0,14,3
2012,321,R,1428,7825,6,235,63,140,32,42,194,0,28,35
2012,321,SUM,1637,9215,6,269,80,157,32,56,213,0,42,38
2012,322,N,197,1145,6,53,37,17,0,3,51,0,17,20
2012,322,R,601,3061,5,84,59,22,3,14,70,6,33,20
2012,322,SUM,797,4206,5,137,95,39,3,17,120,6,50,39
2012,323,N,302,2156,7,65,45,17,3,11,53,3,20,23
2012,323,R,747,4095,6,117,63,49,6,25,93,3,32,28
2012,323,SUM,1048,6250,6,182,108,66,8,36,146,6,52,50
2012,324,N,276,1654,6,73,48,25,0,17,56,0,25,23
2012,324,R,889,5130,6,156,92,59,6,19,137,0,45,47
2012,324,SUM,1165,6784,6,229,139,84,6,36,193,0,70,70
2012,325,N,257,1443,6,59,46,11,2,8,51,0,30,16
2012,325,R,1011,4743,5,222,152,61,8,11,211,3,89,61
2012,325,SUM,1268,6185,5,281,198,72,11,20,262,3,119,77
2012,326,N,65,420,6,17,11,6,0,8,8,0,3,8
2012,326,R,313,1676,5,57,35,19,3,0,57,0,14,21
2012,326,SUM,378,2096,6,74,46,25,3,8,66,0,17,30
2012,327,N,251,1558,6,73,58,14,0,17,56,0,28,31
2012,327,R,801,3793,5,154,70,79,6,17,137,0,36,34
2012,327,SUM,1052,5351,5,227,129,93,6,34,193,0,64,65
2012,328,N,139,907,7,32,20,13,0,6,27,0,8,11
2012,328,R,465,2942,6,135,70,64,2,10,125,0,47,22
2012,328,SUM,605,3849,6,168,89,77,2,16,152,0,56,34
2012,329,N,299,1809,6,70,45,25,0,11,59,0,23,23
2012,329,R,936,4981,5,182,86,81,15,15,167,0,50,36
2012,329,SUM,1235,6790,6,252,131,106,15,26,226,0,73,58
2012,330,N,279,1987,7,42,31,11,0,14,28,0,17,14
2012,330,R,651,3931,6,91,72,16,3,8,83,0,39,33
2012,330,SUM,930,5918,6,133,103,27,3,22,111,0,56,47
2012,331,N,195,1324,7,28,17,11,0,0,28,0,11,6
2012,331,R,1371,9373,7,195,111,80,5,8,187,3,83,25
2012,331,SUM,1565,10697,7,223,128,91,5,8,215,3,94,31
2012,332,N,256,1479,6,41,37,4,0,11,30,0,23,14
2012,332,R,896,5811,7,134,89,42,3,28,106,0,50,39
2012,332,SUM,1152,7290,6,175,126,47,3,40,135,0,73,53
2012,333,N,116,642,6,16,16,0,0,3,13,0,4,11
2012,333,R,772,4428,6,116,53,52,11,6,110,3,22,28
2012,333,SUM,888,5070,6,131,68,52,11,8,123,3,27,39
2012,334,N,95,654,7,20,14,0,6,14,6,0,14,0
2012,334,R,565,3401,6,50,35,15,0,7,43,0,27,8
2012,334,SUM,660,4055,6,70,49,15,6,21,49,0,41,8
2012,335,N,109,737,7,22,20,2,0,3,19,0,17,3
2012,335,R,1125,7954,7,176,88,79,8,13,162,3,69,17
2012,335,SUM,1234,8691,7,198,108,81,8,16,181,3,86,20
2012,339,N,53,449,8,8,0,8,0,0,8,0,0,0
2012,339,R,1406,8366,6,211,58,119,35,9,202,31,4,20
2012,339,SUM,1459,8815,6,219,58,126,35,9,210,31,4,20
2012,340,N,174,965,6,25,25,0,0,0,25,0,17,8
2012,340,R,1841,14488,8,279,166,102,10,19,259,0,102,64
2012,340,SUM,2016,15452,8,304,191,102,10,19,285,0,119,72
2012,341,N,45,347,8,17,17,0,0,3,14,0,8,8
2012,341,R,446,3384,8,36,28,8,0,0,36,0,19,8
2012,341,SUM,490,3731,8,53,45,8,0,3,50,0,28,17
2012,343,N,97,606,6,8,3,6,0,0,8,0,3,0
2012,343,R,1306,10605,8,137,74,52,11,10,127,3,47,22
2012,343,SUM,1402,11211,8,146,77,57,11,10,135,3,50,22
2012,350,N,116,788,7,11,11,0,0,3,8,0,0,11
2012,350,R,1129,8503,8,207,135,61,11,23,183,6,85,44
2012,350,SUM,1245,9292,8,218,146,61,11,26,192,6,85,56
2012,360,N,330,1917,6,49,43,4,1,6,43,0,23,21
2012,360,R,1060,6061,6,137,97,39,2,14,123,0,35,62
2012,360,SUM,1390,7978,6,186,140,43,3,20,166,0,58,83
2012,361,N,143,1033,7,10,8,2,0,3,8,0,3,6
2012,361,R,380,3086,8,30,14,14,2,10,20,0,3,11
2012,361,SUM,523,4119,8,40,22,16,2,13,28,0,6,17
2012,362,N,133,1037,8,22,21,1,0,11,11,0,8,13
2012,362,R,500,2680,5,66,48,18,0,11,55,0,23,25
2012,362,SUM,633,3717,6,88,69,20,0,22,66,0,31,37
2012,370,N,83,518,6,11,8,2,0,0,11,0,8,0
2012,370,R,760,5988,8,112,56,52,4,0,112,0,33,22
2012,370,SUM,843,6506,8,123,64,55,4,0,123,0,42,22
2012,380,N,165,1247,8,28,23,6,0,6,23,6,3,14
2012,380,R,3232,23173,7,461,245,195,21,38,423,178,16,52
2012,380,SUM,3396,24420,7,489,267,200,21,43,445,183,18,66
2012,388,N,17,114,7,0,0,0,0,0,0,0,0,0
2012,388,R,181,1287,7,6,0,6,0,0,6,0,0,0
2012,388,SUM,198,1400,7,6,0,6,0,0,6,0,0,0
2012,390,N,90,485,5,49,37,12,0,8,40,0,11,25
2012,390,R,630,3689,6,166,79,80,7,6,161,3,38,39
2012,390,SUM,721,4174,6,215,116,92,7,14,201,3,49,64
2012,391,N,219,1214,6,73,65,8,0,17,56,0,25,39
2012,391,R,1091,7272,7,234,151,71,12,26,208,0,77,74
2012,391,SUM,1310,8485,7,307,216,79,12,43,264,0,102,114
2012,392,N,173,1257,7,52,46,7,0,11,42,0,35,10
2012,392,R,1580,12599,8,188,114,74,0,30,159,0,78,36
2012,392,SUM,1753,13856,8,240,159,81,0,40,200,0,113,46
2012,393,N,358,2020,6,126,97,23,6,13,113,0,45,52
2012,393,R,1876,11285,6,465,155,288,22,27,438,6,69,81
2012,393,SUM,2234,13304,6,591,252,311,28,40,551,6,113,133
2012,3XX,N,122,651,5,28,23,6,0,3,25,0,8,14
2012,3XX,R,219,890,4,38,0,38,0,2,36,0,0,0
2012,3XX,SUM,341,1542,5,66,23,43,0,5,61,0,8,14
2012,400,N,0,0,0,0,0,0,0,0,0,0,0,0
2012,400,R,64,442,7,11,3,8,0,0,11,0,3,0
2012,400,SUM,64,442,7,11,3,8,0,0,11,0,3,0
2012,401,N,36,171,5,7,4,4,0,5,2,0,2,2
2012,401,R,293,1405,5,43,12,26,5,7,36,0,3,9
2012,401,SUM,328,1576,5,50,15,30,5,12,38,0,5,10
2012,403,N,0,0,0,0,0,0,0,0,0,0,0,0
2012,403,R,25,116,5,3,3,0,0,0,3,0,0,3
2012,403,SUM,25,116,5,3,3,0,0,0,3,0,0,3
2012,404,N,19,100,5,5,2,3,0,2,3,0,0,2
2012,404,R,146,620,4,8,6,3,0,0,8,0,6,0
2012,404,SUM,165,720,4,13,7,6,0,2,11,0,6,2
2012,406,N,3,9,3,0,0,0,0,0,0,0,0,0
2012,406,R,52,238,5,3,0,3,0,0,3,0,0,0
2012,406,SUM,55,247,5,3,0,3,0,0,3,0,0,0
