License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves,Bow,Rifle,Spike Bull Elk,Less than 6 Points,6 or More Points
2005,650,SUM,26,111,4,0,0,0,0,0,0,0,0,0
2005,651,N,4,15,4,0,0,0,0,0,0,0,0,0
2005,651,R,6,21,4,1,1,0,0,0,1,0,1,0
2005,651,SUM,10,36,4,1,1,0,0,0,1,0,1,0
2005,652,N,1,5,4,0,0,0,0,0,0,0,0,0
2005,652,R,6,11,2,0,0,0,0,0,0,0,0,0
2005,652,SUM,7,16,2,0,0,0,0,0,0,0,0,0
2005,670,N,12,61,5,0,0,0,0,0,0,0,0,0
2005,670,R,18,120,7,0,0,0,0,0,0,0,0,0
2005,670,SUM,30,181,6,0,0,0,0,0,0,0,0,0
2005,680,N,10,63,6,0,0,0,0,0,0,0,0,0
2005,680,R,41,194,5,4,0,4,0,0,4,0,0,0
2005,680,SUM,52,257,5,4,0,4,0,0,4,0,0,0
2005,690,N,18,80,4,2,1,1,0,1,1,0,0,1
2005,690,R,97,549,6,48,10,34,4,2,45,0,0,10
2005,690,SUM,115,628,6,50,11,35,4,3,46,0,0,11
2005,6XX,R,19,112,6,6,3,3,0,1,3,0,1,2
2005,6XX,SUM,23,135,6,6,3,3,0,1,3,0,1,2
2005,700,N,290,2262,8,50,40,8,1,35,15,0,13,27
2005,700,R,697,4070,6,213,98,98,17,42,170,5,18,76
2005,700,SUM,987,6332,6,263,138,106,19,77,185,5,31,103
2005,701,N,18,123,7,1,1,0,0,1,0,0,1,0
2005,701,R,74,440,6,12,6,7,0,3,10,0,0,6
2005,701,SUM,91,563,6,14,7,7,0,4,10,0,1,6
2005,702,N,20,99,5,3,3,0,0,0,3,0,0,3
2005,702,R,131,584,5,32,6,27,0,0,32,0,0,6
2005,702,SUM,150,682,5,35,9,27,0,0,35,0,0,9
2005,703,N,3,5,2,0,0,0,0,0,0,0,0,0
2005,703,R,35,172,5,8,3,3,3,0,8,0,3,0
2005,703,SUM,38,177,5,8,3,3,3,0,8,0,3,0
2005,704,N,131,938,7,20,12,7,1,10,10,0,0,12
2005,704,R,402,2747,7,73,32,33,7,17,56,3,6,24
2005,704,SUM,533,3685,7,93,44,40,8,27,66,3,6,36
2005,705,N,71,355,5,5,5,0,0,3,3,0,3,3
2005,705,R,138,772,6,27,16,11,0,7,20,0,3,13
2005,705,SUM,209,1127,5,32,21,11,0,10,22,0,5,16
2005,7XX,R,21,89,4,11,7,4,0,0,11,0,0,7
2005,7XX,SUM,22,93,4,11,7,4,0,0,11,0,0,7
2005,Reg_1,N,2129,15577,7,371,336,35,0,52,319,0,183,153
2005,Reg_1,R,14479,134263,9,1578,898,606,71,206,1349,19,513,363
2005,Reg_1,SUM,16607,149840,9,1949,1234,641,71,257,1668,19,696,516
2005,Reg_2,N,2510,19810,8,528,398,114,16,76,447,18,233,144
2005,Reg_2,R,24254,198053,8,5498,2433,2797,267,402,5038,196,1427,798
2005,Reg_2,SUM,26764,217863,8,6026,2831,2911,282,478,5485,214,1661,942
2005,Reg_3,N,6755,48752,7,2191,1448,646,97,247,1913,149,652,644
2005,Reg_3,R,34310,242836,7,9728,4202,4951,550,612,9025,601,2038,1531
2005,Reg_3,SUM,41065,291587,7,11918,5649,5597,647,859,10938,749,2690,2176
2005,Reg_4,N,2629,19190,7,713,544,148,21,151,559,25,260,259
2005,Reg_4,R,13177,77662,6,3141,1225,1701,206,254,2841,117,441,662
2005,Reg_4,SUM,15806,96852,6,3854,1769,1849,227,404,3399,143,701,921
2005,Reg_5,N,785,5140,7,209,154,52,4,36,171,32,69,53
2005,Reg_5,R,5150,29897,6,1098,446,620,28,89,995,81,184,178
2005,Reg_5,SUM,5935,35037,6,1307,600,672,32,125,1166,113,253,231
2005,Reg_6,N,548,4361,8,102,74,20,6,77,23,2,23,50
2005,Reg_6,R,1725,10663,6,499,177,294,29,94,399,11,45,118
2005,Reg_6,SUM,2273,15024,7,600,251,314,35,171,423,13,67,168
2005,Reg_7,N,519,3786,7,91,70,15,5,53,38,0,20,51
2005,Reg_7,R,1446,8873,6,418,182,209,27,71,346,7,36,139
2005,Reg_7,SUM,1965,12659,6,509,253,224,32,124,384,7,56,190
2005,Reg_X,N,58,387,7,13,13,0,0,3,10,3,5,5
2005,Reg_X,R,147,971,7,24,10,9,2,3,18,3,4,0
2005,Reg_X,SUM,205,1358,7,37,23,9,2,5,28,5,9,5
2005,State,N,15416,117002,8,4217,3037,1030,149,694,3481,228,1444,1359
2005,State,R,88622,703217,8,21984,9571,11188,1179,1730,20010,1036,4688,3789
2005,State,SUM,104038,820220,8,26201,12608,12217,1328,2424,23491,1264,6133,5148
2005,XXX,N,58,387,7,13,13,0,0,3,10,3,5,5
2005,XXX,R,147,974,7,24,10,9,2,3,18,3,4,0
2005,XXX,SUM,205,1361,7,37,23,9,2,5,28,5,9,5
2006,100,N,149,893,6,11,11,0,0,4,8,0,11,0
2006,100,R,2109,17499,8,192,81,104,7,30,163,0,41,41
2006,100,SUM,2258,18393,8,203,92,104,7,33,170,0,52,41
2006,101,N,65,396,6,8,8,0,0,4,4,0,8,0
2006,101,R,1576,12868,8,124,65,50,9,4,117,0,58,7
2006,101,SUM,1641,13264,8,132,73,50,9,8,121,0,65,7
2006,102,N,32,259,8,15,15,0,0,0,15,0,15,0
2006,102,R,1438,9512,7,37,18,15,4,7,30,0,7,11
2006,102,SUM,1469,9771,7,52,34,15,4,7,45,0,23,11
2006,103,N,61,448,7,4,4,0,0,0,4,0,4,0
2006,103,R,2123,16245,8,156,89,66,2,13,144,0,52,37
2006,103,SUM,2184,16693,8,160,92,66,2,13,147,0,55,37
2006,104,N,113,649,6,23,23,0,0,8,15,0,15,8
2006,104,R,1228,10131,8,147,80,61,6,7,135,0,44,35
2006,104,SUM,1341,10780,8,169,102,61,6,15,151,0,59,43
2006,109,N,19,90,5,8,8,0,0,4,4,0,8,0
2006,109,R,298,2011,7,22,13,6,4,4,19,4,9,0
2006,109,SUM,317,2102,7,30,20,6,4,8,23,4,17,0
2006,110,N,54,400,7,11,8,0,4,0,11,0,0,8
2006,110,R,1069,7278,7,63,44,18,0,11,52,0,22,22
2006,110,SUM,1123,7678,7,74,52,18,4,11,63,0,22,30
2006,120,N,15,128,9,4,4,0,0,0,4,0,0,4
2006,120,R,1078,8179,8,73,48,24,0,20,50,4,22,22
2006,120,SUM,1093,8307,8,77,52,24,0,20,53,4,22,26
2006,121,N,782,5217,7,188,170,18,0,60,128,4,94,72
2006,121,R,1912,16335,9,303,125,167,12,15,288,0,69,55
2006,121,SUM,2694,21552,8,491,294,185,12,75,416,4,164,127
2006,122,N,113,649,6,23,23,0,0,0,23,0,11,11
2006,122,R,1351,10393,8,80,33,39,7,7,72,0,22,11
2006,122,SUM,1464,11042,8,102,56,39,7,7,95,0,33,22
2006,123,N,124,782,6,23,23,0,0,4,19,0,15,8
2006,123,R,623,4426,7,115,52,53,10,11,104,0,26,26
2006,123,SUM,747,5208,7,138,74,53,10,15,123,0,41,33
2006,124,N,124,834,7,19,19,0,0,4,15,0,11,8
2006,124,R,276,2168,8,43,24,19,0,0,43,0,18,6
2006,124,SUM,400,3002,8,61,43,19,0,4,58,0,30,13
2006,130,N,131,1025,8,23,23,0,0,0,23,8,15,0
2006,130,R,1183,7682,7,48,30,18,0,4,44,4,22,4
2006,130,SUM,1315,8707,7,71,52,18,0,4,67,11,37,4
2006,132,N,41,242,6,4,4,0,0,0,4,0,0,4
2006,132,R,365,2132,6,22,15,7,0,4,18,0,7,7
2006,132,SUM,406,2374,6,26,19,7,0,4,22,0,7,11
2006,140,N,105,744,7,30,30,0,0,15,15,0,19,11
2006,140,R,625,3955,6,69,65,4,0,14,55,0,43,22
2006,140,SUM,730,4700,6,99,96,4,0,29,70,0,62,33
2006,141,N,26,195,7,11,11,0,0,4,8,0,4,8
2006,141,R,174,1327,8,23,9,12,2,7,16,0,2,7
2006,141,SUM,200,1522,8,34,20,12,2,11,24,0,5,15
2006,150,N,556,3940,7,196,185,11,0,4,193,0,106,79
2006,150,R,241,1881,8,55,55,0,0,0,55,0,30,26
2006,150,SUM,797,5821,7,252,240,11,0,4,248,0,135,105
2006,151,N,60,391,7,11,11,0,0,0,11,0,11,0
2006,151,R,59,275,5,7,7,0,0,0,7,0,0,7
2006,151,SUM,119,665,6,19,19,0,0,0,19,0,11,7
2006,170,N,0,0,0,0,0,0,0,0,0,0,0,0
2006,170,R,194,1402,7,18,15,4,0,7,11,0,7,7
2006,170,SUM,194,1402,7,18,15,4,0,7,11,0,7,7
2006,1XX,N,15,75,5,4,4,0,0,0,4,0,4,0
2006,1XX,R,188,1523,8,9,7,0,2,0,9,0,0,7
2006,1XX,SUM,203,1598,8,13,11,0,2,0,13,0,4,7
2006,200,N,87,720,8,24,23,2,0,4,21,0,8,15
2006,200,R,622,4693,8,112,45,50,15,7,103,4,34,7
2006,200,SUM,709,5413,8,136,68,52,15,11,123,4,41,23
2006,201,N,88,673,8,22,11,11,0,4,19,0,4,8
2006,201,R,1261,8886,7,169,83,81,3,18,147,0,48,35
2006,201,SUM,1349,9559,7,191,94,92,3,22,166,0,52,42
2006,202,N,141,937,7,19,11,8,0,8,12,0,11,0
2006,202,R,1039,7903,8,133,81,39,12,14,119,0,52,30
2006,202,SUM,1180,8840,8,152,92,47,12,21,131,0,63,30
2006,203,N,40,189,5,2,0,2,0,0,2,0,0,0
2006,203,R,1109,7281,7,135,54,78,2,15,119,0,36,18
2006,203,SUM,1149,7470,7,136,54,80,2,15,121,0,36,18
2006,204,N,38,185,5,8,8,0,0,0,8,0,4,4
2006,204,R,1565,10668,7,225,108,105,12,7,218,6,83,18
2006,204,SUM,1603,10853,7,233,115,105,12,7,225,6,87,22
2006,210,N,199,1183,6,49,36,12,2,4,46,8,15,13
2006,210,R,1101,6483,6,257,140,107,11,37,220,37,66,37
2006,210,SUM,1300,7666,6,307,175,119,13,41,266,44,81,50
2006,211,N,41,281,7,19,15,4,0,4,15,4,4,8
2006,211,R,389,2724,7,136,59,70,7,11,121,7,41,11
2006,211,SUM,430,3005,7,155,74,74,7,15,136,11,44,19
2006,212,N,248,1603,7,61,43,11,6,0,61,8,24,11
2006,212,R,1355,10256,8,329,187,133,6,7,322,43,114,30
2006,212,SUM,1603,11859,7,390,230,144,13,7,383,50,139,41
2006,213,N,40,304,8,18,17,1,0,0,18,0,11,6
2006,213,R,539,3473,6,135,73,52,10,0,131,26,35,11
2006,213,SUM,578,3776,7,153,90,53,10,0,149,26,47,17
2006,214,N,47,348,7,13,8,6,0,0,13,4,4,0
2006,214,R,441,2778,6,74,32,38,4,7,67,7,18,7
2006,214,SUM,488,3127,6,88,40,44,4,7,80,11,21,7
2006,215,N,72,496,7,9,8,2,0,0,9,4,4,0
2006,215,R,1746,13734,8,366,225,120,21,39,323,0,155,70
2006,215,SUM,1818,14230,8,375,233,121,21,39,332,4,159,70
2006,216,N,39,172,4,8,4,4,0,0,8,0,4,0
2006,216,R,365,2153,6,89,54,31,4,2,87,26,15,13
2006,216,SUM,404,2324,6,97,58,35,4,2,95,26,19,13
2006,240,N,212,1268,6,26,15,11,0,8,19,0,8,8
2006,240,R,1978,12542,6,272,66,172,18,15,253,4,48,15
2006,240,SUM,2189,13810,6,298,82,184,18,22,272,4,56,22
2006,250,N,332,2125,6,42,23,19,0,0,38,4,19,0
2006,250,R,1606,11091,7,241,63,164,7,11,230,0,48,15
2006,250,SUM,1938,13216,7,283,85,183,7,11,268,4,67,15
2006,260,N,8,38,5,0,0,0,0,0,0,0,0,0
2006,260,R,324,2568,8,39,11,28,0,13,26,0,7,4
2006,260,SUM,332,2605,8,39,11,28,0,13,26,0,7,4
2006,261,N,75,399,5,19,11,8,0,4,15,0,4,8
2006,261,R,724,4752,7,190,85,94,11,7,183,0,70,11
2006,261,SUM,798,5151,7,209,96,102,11,11,198,0,74,19
2006,270,N,327,2031,6,51,23,28,0,10,38,0,8,15
2006,270,R,3248,22421,7,567,170,332,58,39,524,4,129,37
2006,270,SUM,3575,24452,7,618,192,360,58,48,562,4,137,52
2006,280,N,263,1536,6,68,64,4,0,8,60,0,34,30
2006,280,R,244,1482,6,40,30,4,6,0,40,0,18,11
2006,280,SUM,507,3018,6,108,94,8,6,8,100,0,52,41
2006,281,N,139,929,7,29,23,4,2,0,29,0,17,6
2006,281,R,1193,8066,7,180,76,87,17,4,176,0,54,22
2006,281,SUM,1332,8995,7,209,99,91,19,4,205,0,71,28
2006,282,N,22,159,7,6,4,2,0,4,2,0,4,0
2006,282,R,281,1925,7,40,7,23,10,2,38,4,4,0
2006,282,SUM,303,2084,7,46,11,25,10,6,40,4,8,0
2006,283,N,49,303,6,8,4,4,0,0,8,0,0,4
2006,283,R,1401,9644,7,238,105,113,18,18,220,39,35,31
2006,283,SUM,1450,9947,7,246,109,117,18,18,228,39,35,35
2006,284,N,9,66,7,0,0,0,0,0,0,0,0,0
2006,284,R,115,712,6,13,6,4,0,11,2,0,4,2
2006,284,SUM,124,778,6,13,6,4,0,11,2,0,4,2
2006,285,N,110,812,7,17,9,8,0,4,13,4,2,4
2006,285,R,1801,12722,7,191,98,67,26,11,179,31,39,28
2006,285,SUM,1911,13533,7,207,107,74,26,15,192,34,41,32
2006,290,N,30,154,5,4,4,0,0,0,4,0,0,4
2006,290,R,156,1224,8,32,11,21,0,7,25,0,4,7
2006,290,SUM,186,1378,7,36,15,21,0,7,29,0,4,11
2006,291,N,40,328,8,6,4,2,0,4,2,0,4,0
2006,291,R,733,4961,7,167,118,43,4,0,163,0,92,26
2006,291,SUM,773,5289,7,173,122,45,4,4,165,0,96,26
2006,292,N,89,503,6,18,15,3,0,4,14,4,8,4
2006,292,R,1752,12383,7,410,198,192,20,13,393,4,141,53
2006,292,SUM,1841,12887,7,428,213,195,20,17,407,8,148,57
2006,293,N,94,757,8,26,26,0,0,4,23,0,19,8
2006,293,R,1554,9658,6,261,149,86,19,33,228,0,97,52
2006,293,SUM,1647,10415,6,288,175,86,19,37,251,0,116,59
2006,2XX,N,64,374,6,11,8,4,0,0,11,0,8,0
2006,2XX,R,270,1662,6,36,18,17,0,7,28,0,11,7
2006,2XX,SUM,333,2035,6,47,26,21,0,7,40,0,19,7
2006,300,N,176,1012,6,76,60,15,0,4,72,26,26,8
2006,300,R,602,2936,5,176,114,47,11,11,165,33,70,11
2006,300,SUM,779,3949,5,251,175,62,11,15,236,60,97,19
2006,301,N,112,830,7,30,30,0,0,0,30,0,11,19
2006,301,R,804,4378,5,91,55,33,3,11,80,4,30,22
2006,301,SUM,916,5208,6,121,86,33,3,11,110,4,41,41
2006,302,N,164,1280,8,44,22,22,0,0,44,7,11,4
2006,302,R,510,2915,6,147,32,90,26,13,134,4,17,11
2006,302,SUM,674,4195,6,191,54,112,26,13,178,11,28,15
2006,309,N,15,83,6,4,4,0,0,0,4,0,0,4
2006,309,R,152,803,5,11,7,4,0,0,11,0,7,0
2006,309,SUM,167,885,5,15,11,4,0,0,15,0,7,4
2006,310,N,122,737,6,19,19,0,0,0,19,8,11,0
2006,310,R,601,3911,7,74,67,4,4,11,63,0,30,37
2006,310,SUM,723,4649,6,93,86,4,4,11,82,8,41,37
2006,311,N,105,511,5,38,38,0,0,4,34,0,4,34
2006,311,R,681,3501,5,158,77,59,22,4,154,0,37,40
2006,311,SUM,786,4012,5,196,115,59,22,8,188,0,41,74
2006,312,N,203,1075,5,125,113,11,0,4,117,0,30,83
2006,312,R,1198,6750,6,188,92,92,4,7,181,0,59,33
2006,312,SUM,1401,7825,6,313,205,104,4,11,298,0,89,116
2006,313,N,995,5471,6,314,294,16,0,23,292,0,68,226
2006,313,R,1049,5337,5,140,111,29,0,18,121,0,34,76
2006,313,SUM,2044,10808,5,454,405,45,0,41,413,0,102,303
2006,314,N,355,1926,5,128,98,26,0,8,113,4,53,42
2006,314,R,1507,8837,6,408,180,203,22,15,390,18,96,65
2006,314,SUM,1862,10764,6,536,278,229,22,22,503,22,149,107
2006,315,N,221,1055,5,100,76,20,4,0,100,8,38,30
2006,315,R,1071,5589,5,239,76,142,22,25,214,26,26,24
2006,315,SUM,1292,6644,5,339,151,162,26,25,314,33,64,54
2006,316,N,131,834,6,26,15,11,0,0,26,0,0,15
2006,316,R,54,344,6,7,0,4,0,0,4,0,0,0
2006,316,SUM,185,1178,6,34,15,15,0,0,30,0,0,15
2006,317,N,188,1074,6,64,49,11,0,8,57,0,34,15
2006,317,R,606,3473,6,155,48,103,4,4,151,4,18,26
2006,317,SUM,794,4547,6,219,97,115,4,11,208,4,52,41
2006,318,N,17,106,6,0,0,0,0,0,0,0,0,0
2006,318,R,840,7029,8,143,70,64,9,7,129,4,55,11
2006,318,SUM,856,7134,8,143,70,64,9,7,129,4,55,11
2006,319,N,138,905,7,30,11,11,4,4,26,0,8,4
2006,319,R,1436,9562,7,192,92,96,4,15,177,0,55,37
2006,319,SUM,1574,10467,7,222,104,107,8,19,204,0,63,41
2006,320,N,175,1261,7,44,26,15,2,0,44,0,19,8
2006,320,R,926,5201,6,231,114,98,18,7,224,0,66,48
2006,320,SUM,1101,6462,6,275,141,113,20,7,267,0,85,56
2006,321,N,191,1164,6,66,34,27,6,21,46,8,22,4
2006,321,R,1160,7072,6,249,100,128,22,32,214,11,70,18
2006,321,SUM,1351,8236,6,316,133,155,27,53,259,19,93,22
2006,322,N,217,1224,6,60,30,26,4,8,53,0,26,4
2006,322,R,577,2940,5,88,22,55,11,0,88,0,11,11
2006,322,SUM,794,4164,5,149,52,82,15,8,141,0,38,15
2006,323,N,134,933,7,24,18,7,0,5,19,0,9,9
2006,323,R,750,3564,5,114,50,46,19,7,107,4,20,26
2006,323,SUM,884,4497,5,138,68,52,19,13,126,4,29,35
2006,324,N,166,1112,7,40,23,17,0,4,36,0,4,19
2006,324,R,986,5570,6,216,125,79,11,0,216,4,81,41
2006,324,SUM,1152,6682,6,255,148,96,11,4,252,4,85,59
2006,325,N,245,1489,6,83,45,30,4,0,79,0,26,19
2006,325,R,1025,4822,5,162,72,67,22,18,143,7,57,7
2006,325,SUM,1270,6311,5,245,118,97,26,18,222,7,84,26
2006,326,N,65,389,6,8,0,8,0,0,8,0,0,0
2006,326,R,469,2279,5,85,48,33,4,4,81,0,44,4
2006,326,SUM,534,2668,5,92,48,41,4,4,89,0,44,4
2006,327,N,139,1186,9,51,34,9,8,0,51,0,30,4
2006,327,R,693,3704,5,103,30,70,4,0,103,0,18,11
2006,327,SUM,832,4890,6,154,64,79,11,0,154,0,49,15
2006,328,N,105,657,6,34,19,11,4,0,34,0,11,8
2006,328,R,564,2619,5,177,76,87,15,7,163,37,35,4
2006,328,SUM,669,3276,5,211,95,98,19,7,197,37,46,11
2006,329,N,259,1667,6,68,42,19,8,4,64,11,26,4
2006,329,R,1022,5568,5,230,96,106,28,13,217,33,45,18
2006,329,SUM,1282,7234,6,298,138,124,36,17,281,44,72,22
2006,330,N,231,1414,6,49,26,19,4,0,49,0,15,11
2006,330,R,772,4292,6,107,63,33,7,4,103,4,41,19
2006,330,SUM,1003,5707,6,156,89,52,11,4,152,4,56,30
2006,331,N,195,1470,8,42,19,23,0,8,34,0,15,4
2006,331,R,1511,10128,7,195,118,77,0,11,181,18,89,11
2006,331,SUM,1705,11598,7,237,137,100,0,19,215,18,104,15
2006,332,N,201,1269,6,30,20,10,0,0,30,8,9,4
2006,332,R,948,5350,6,157,51,90,13,10,143,18,29,4
2006,332,SUM,1149,6618,6,187,71,100,13,10,173,25,38,8
2006,333,N,116,734,6,19,19,0,0,4,15,0,8,11
2006,333,R,741,4498,6,85,44,30,11,7,77,0,33,11
2006,333,SUM,857,5232,6,104,63,30,11,11,93,0,41,22
2006,335,N,47,233,5,11,11,0,0,0,11,0,8,4
2006,335,R,821,6749,8,169,78,81,11,11,158,7,48,22
2006,335,SUM,868,6983,8,180,89,81,11,11,169,7,56,26
2006,339,N,39,212,6,24,17,7,0,6,18,0,10,8
2006,339,R,796,5386,7,178,53,107,15,4,172,26,13,15
2006,339,SUM,835,5598,7,201,70,114,15,9,190,26,22,22
2006,340,N,95,711,8,32,24,4,4,4,28,0,20,4
2006,340,R,1574,9296,6,255,115,131,9,4,251,0,89,26
2006,340,SUM,1669,10008,6,286,139,135,12,8,278,0,109,30
2006,341,N,49,229,5,19,19,0,0,0,19,4,4,11
2006,341,R,689,4820,7,96,55,41,0,4,92,0,26,30
2006,341,SUM,738,5049,7,115,74,41,0,4,111,4,30,41
2006,343,N,32,245,8,8,4,2,2,4,4,0,0,4
2006,343,R,914,6172,7,139,48,84,7,15,124,0,26,22
2006,343,SUM,946,6417,7,146,52,86,9,19,128,0,26,26
2006,350,N,29,129,4,6,0,6,0,0,6,0,0,0
2006,350,R,795,5752,7,103,43,55,5,6,97,0,28,15
2006,350,SUM,825,5881,7,109,43,61,5,6,103,0,28,15
2006,360,N,589,3119,5,200,155,45,0,11,189,4,94,57
2006,360,R,1488,7996,5,402,173,177,44,22,376,7,103,63
2006,360,SUM,2077,11115,5,602,328,222,44,33,565,11,198,119
2006,361,N,143,816,6,24,21,4,0,0,24,4,6,11
2006,361,R,357,2103,6,69,26,39,4,15,50,0,22,4
2006,361,SUM,500,2919,6,93,46,43,4,15,75,4,28,15
2006,362,N,80,375,5,11,11,0,0,4,8,0,8,4
2006,362,R,645,3249,5,140,51,70,19,11,129,0,22,25
2006,362,SUM,725,3624,5,151,62,70,19,15,136,0,30,29
2006,370,N,38,224,6,9,6,2,0,4,5,0,6,0
2006,370,R,525,3113,6,114,44,71,0,7,107,0,31,13
2006,370,SUM,563,3337,6,123,50,73,0,11,112,0,37,13
2006,380,N,104,661,6,22,15,6,2,1,21,6,8,1
2006,380,R,3074,20227,7,715,343,324,42,50,649,246,31,65
2006,380,SUM,3177,20887,7,737,357,330,44,51,670,252,39,66
2006,388,N,8,38,5,0,0,0,0,0,0,0,0,0
2006,388,R,109,695,6,11,0,11,0,0,11,0,0,0
2006,388,SUM,116,732,6,11,0,11,0,0,11,0,0,0
2006,390,N,109,608,6,76,72,4,0,11,64,0,19,53
2006,390,R,597,2753,5,216,73,127,15,15,201,0,33,40
2006,390,SUM,706,3361,5,291,145,131,15,26,265,0,52,93
2006,391,N,182,1120,6,83,69,10,4,19,65,4,35,30
2006,391,R,830,5016,6,263,116,123,19,9,252,4,59,54
2006,391,SUM,1012,6136,6,347,185,134,22,28,316,8,94,84
2006,392,N,160,897,6,63,57,7,0,15,48,0,30,26
2006,392,R,1700,10955,6,289,115,157,18,22,265,2,76,37
2006,392,SUM,1860,11852,6,353,172,163,18,37,313,2,106,63
2006,393,N,297,1686,6,109,64,45,0,4,105,0,26,38
2006,393,R,1250,6512,5,339,155,162,15,44,294,0,74,81
2006,393,SUM,1546,8198,5,447,219,206,15,48,399,0,100,119
2006,3XX,N,154,1101,7,47,32,11,0,0,47,0,15,17
2006,3XX,R,299,1695,6,47,21,27,0,4,41,4,14,4
2006,3XX,SUM,453,2796,6,95,53,38,0,4,88,4,29,21
2006,400,N,8,41,6,0,0,0,0,0,0,0,0,0
2006,400,R,96,521,6,29,18,11,0,0,29,0,11,7
2006,400,SUM,103,562,6,29,18,11,0,0,29,0,11,7
2006,401,N,8,23,3,4,4,0,0,4,0,0,4,0
2006,401,R,218,1044,5,47,24,23,0,0,43,0,19,6
2006,401,SUM,226,1067,5,51,28,23,0,4,43,0,22,6
2006,403,N,4,23,6,0,0,0,0,0,0,0,0,0
2006,403,R,25,85,3,4,0,4,0,0,4,0,0,0
2006,403,SUM,29,108,4,4,0,4,0,0,4,0,0,0
2006,404,N,56,349,6,17,15,0,2,0,17,0,8,8
2006,404,R,124,517,4,18,15,4,0,0,18,0,7,7
2006,404,SUM,180,866,5,35,30,4,2,0,35,0,15,15
2006,405,N,8,30,4,0,0,0,0,0,0,0,0,0
2006,405,R,34,137,4,4,0,0,4,0,4,0,0,0
2006,405,SUM,41,167,4,4,0,0,4,0,4,0,0,0
2006,406,N,0,0,0,0,0,0,0,0,0,0,0,0
2006,406,R,65,557,9,9,0,6,4,0,9,0,0,0
2006,406,SUM,65,557,9,9,0,6,4,0,9,0,0,0
2006,410,N,379,3077,8,98,56,40,2,71,27,10,28,18
2006,410,R,1861,10097,5,661,153,453,52,105,554,15,36,102
2006,410,SUM,2240,13174,6,759,209,492,54,176,580,25,64,120
2006,411,N,105,656,6,16,16,0,0,14,3,0,8,9
2006,411,R,796,4961,6,191,94,83,15,29,159,4,19,71
2006,411,SUM,901,5616,6,207,110,83,15,43,162,4,26,80
2006,412,N,26,137,5,9,8,1,0,4,5,0,4,4
2006,412,R,243,1275,5,62,37,19,6,4,59,4,6,28
2006,412,SUM,269,1412,5,71,45,21,6,8,64,4,10,32
2006,413,N,116,572,5,3,3,0,0,0,3,0,3,0
2006,413,R,760,3853,5,95,44,42,9,7,88,4,30,11
2006,413,SUM,876,4425,5,97,47,42,9,7,90,4,32,11
2006,415,N,8,23,3,8,8,0,0,4,4,0,4,4
2006,415,R,167,972,6,30,22,7,0,4,26,4,4,15
2006,415,SUM,175,995,6,37,30,7,0,8,30,4,8,19
2006,416,N,243,1585,7,129,107,22,0,11,118,8,58,42
2006,416,R,1059,5278,5,280,96,169,15,15,262,41,15,41
2006,416,SUM,1302,6863,5,409,203,191,15,26,379,48,73,82
2006,417,N,73,482,7,23,19,4,0,10,13,0,1,18
2006,417,R,515,2905,6,130,59,65,6,18,107,4,14,42
2006,417,SUM,588,3388,6,154,78,69,6,28,121,4,15,60
2006,418,N,38,283,7,0,0,0,0,0,0,0,0,0
2006,418,R,455,2104,5,68,33,35,0,0,68,15,11,7
2006,418,SUM,493,2387,5,68,33,35,0,0,68,15,11,7
2006,419,N,34,202,6,8,8,0,0,4,4,0,4,4
2006,419,R,103,355,4,15,7,7,0,0,15,0,4,4
2006,419,SUM,136,557,4,22,15,7,0,4,19,0,8,8
2006,420,N,30,152,5,16,8,8,0,4,12,4,5,0
2006,420,R,234,1340,6,64,42,20,0,4,61,2,23,17
2006,420,SUM,264,1492,6,80,51,28,0,8,73,5,28,17
2006,421,N,34,308,9,11,8,4,0,0,11,0,8,0
2006,421,R,262,1407,5,113,37,66,7,15,99,4,22,8
2006,421,SUM,296,1715,6,125,45,69,7,15,110,4,30,8
2006,422,N,114,656,6,32,23,9,0,4,28,0,11,11
2006,422,R,228,1109,5,89,48,30,11,0,89,7,30,11
2006,422,SUM,342,1765,5,121,71,40,11,4,117,7,41,22
2006,423,N,94,597,6,42,38,4,0,4,38,0,30,8
2006,423,R,345,2106,6,81,30,51,0,0,77,0,18,11
2006,423,SUM,439,2703,6,122,67,55,0,4,115,0,49,19
2006,424,N,77,412,5,23,19,4,0,0,19,4,4,11
2006,424,R,278,1256,5,50,22,24,4,7,42,4,4,15
2006,424,SUM,355,1669,5,72,41,28,4,7,61,8,7,26
2006,425,N,135,762,6,34,15,15,4,0,34,0,0,15
2006,425,R,340,1449,4,67,12,49,6,0,67,0,4,9
2006,425,SUM,475,2212,5,101,28,64,9,0,101,0,4,24
2006,426,N,10,79,8,4,0,4,0,0,4,0,0,0
2006,426,R,58,243,4,14,7,7,0,0,14,0,0,7
2006,426,SUM,68,321,5,18,7,11,0,0,18,0,0,7
2006,432,N,43,293,7,14,11,3,0,0,14,8,0,4
2006,432,R,644,3438,5,108,52,45,12,7,101,11,22,18
2006,432,SUM,688,3731,5,122,63,48,12,7,115,19,22,22
2006,441,N,20,135,7,8,8,0,0,0,8,0,8,0
2006,441,R,420,2147,5,120,25,91,4,4,117,4,13,8
2006,441,SUM,440,2282,5,128,32,91,4,4,124,4,20,8
2006,442,N,192,1153,6,79,72,8,0,4,72,0,45,26
2006,442,R,502,2792,6,57,15,35,7,4,50,0,7,7
